,No.,Name,Address,Time,Phone
217,310,포항영일대비치점,포항시 북구 해안로 131,09:00~24:00,054.248.3303
218,309,서초점,"서울특별시 서초구 서초동 1623-8, 9 B1","평일 08:00~23:00 / 주말, 공휴일 09:00~22:00",02.598.1436
219,308,대구강정고령보점,대구광역시 달성군 다사읍 강전본길 83 4F,10:00~24:00,053.591.8497
220,307,인천공항 T1 L/S점,인천 중구 공항로 271 인천공항 T1 여객터미널 일반구역,06:00~22:00,032.743.7527
221,306,부천역점,경기도 부천시 심곡동 385 까뮤스퀘어피노키오 1층,"평일 10:30~23:30 / 주말, 공휴일 10:30~23:30",032.652.0818
222,305,춘천후평사거리점,강원도 춘천시 춘천로 324,08:00 ~ 23:00,033.252.8500
223,304,진주휴게소점,경상남도 진주시 남해고속도로 194(호탄동),08:00~20:00,055.759.3205
224,303,천안신불당점,"충남 천안시 서북구 불당동 1544, 근린생활시설 13동 C103호",09:00~23:00,041.552.1544
225,302,공주신관점,충청남도 공주시 흑수골길 33 1층 101호,"평일 08:00 ~ 24:00 / 주말, 공휴일 08:00 ~ 24:00",041.853.7721
226,301,황전휴게소 하행점,전라남도 순천시 황전면 순천완주고속도로 25,황전휴게소 순천방향,061.782.1738
227,300,황전휴게소 상행점,전라남도 순천시 황전면 순천완주고속도로 28,08:00~20:00,061.782.1154
228,299,경북도청점,경상북도 안동시 풍천면 검무로 4-8,09:30~26:00,054.900.7002
229,298,팔공산가산산성점,경상북도 칠곡군 동명면 한티로 535,10:00~23:00,054.975.6989
230,297,부산센텀시티점,부산시 해운대구 센텀1로 25,"월~금(08:00~24시), 토~일(09:00~24:00), 공휴일(09:00~23:00)",051.744.8397
231,296,서대전세이점,대전 중구 계백로 1711,am10~am02시,042.535.8497
232,295,대구 신평리네거리점,대구시 서구 국채보상로 204,08:00~02:00,053.525.8497
233,294,속초청초호점,강원도 속초시 청학동 482-525 속초씨크루즈호텔 1층,08:00 ~ 24:00,033.635.8497
234,293,제주삼화지구점,제주 제주시 건주로4길 10-4 (도련1동 1939-3),08:00~24:00,064.722.8497
235,292,대구신남네거리점,대구광역시 달구벌대로 1999 척탑병원 1층,8:00~23:00,053.427.8497
236,291,용산더센트럴점,서울시 용산구 서빙고로 17(한강로3가) 1층 118호,"평일 08:00~23:00, 주말 및 공휴일 09:00~22:00",02.749.8497
237,290,시화나래휴게소 2호점,경기도 안산시 단원구 대부황금로 1901,08:00~22:00,02..
238,289,대구 월배비스타점,대구광역시 달서구 대천동 940,평일 09:00~23:00 주말 09:00~24:00,053.633.8497
239,288,익산부송점,전북 익산시 부송로 116 (부송동 1106-4),(월~일) 08:00~01:00,063.831.8497
240,287,대구대명역점,대구광역시 남구 대명로 73,"평일, 주말 08:00~24:00",053.656.8497
241,286,제주한라병원점,제주 제주시 도령로 73 (연동 1964-3) 2층,"(월~토) 08:00~23:00 / (일,공휴일) 08:00~22:00",064.749.8497
242,285,대구금호강변점,대구시 동구 지저동 843-1,"월~금, 일 08:00~23:00, 토 08:00~01:00",053.983.8497
243,284,제주도남점,제주 제주시 도남동 277,08:00~24:00,064.757.8297
244,283,광주학동점,광주광역시 동구 남문로 663(학동) 우리빌딩 1층,"월~토 8:00~23:00, 일 9:00~11:00",062.226.8497
245,282,대구칠호광장점,대구 달서구 달구벌대로 1696,"주중, 주말 동일 08:00~22:00",053.624.8497
246,281,울산정자해변점,울산광역시 북구 동해안로 1544(정자동),09:00~22:00,052.281.0620
247,280,울산수암로점,울산광역시 남구 신남로 103(신정동),09:00~24:00,052.258.3883
248,279,대전롯데점,"대전 서구 계룡로 599(탄방동91-23), 한밭새마을금고 1층","월~토,공휴일 08:00~24:00 / 일 08:00~23:00",042.484.8497
249,278,연세심혈관병원점,"서울시 서대문구 연세로 50-1, 1층(신촌동, 심장혈관병원)","월-금 07:30~17:30 / 토 07:30~14:00 / 일,공휴일 휴무",02.2227.8266
250,277,대구침산점,대구광역시 북구 옥산로 95,"월~목 08:00~01:00, 금~토 08:00~1:30, 일 08:00~24:00",053.269.1009
251,276,전북고창점,"전라북도 고창군 고창읍 중앙로 321, 1층",08:00~23:00,063.561.0080
252,275,영광백수해안도로점,전라남도 영광군 해안로 1389,09:00~22:00,061.351.8497
253,274,거제하청점,경남 거제시 하청면 하청리 857 -1,10:00 ~ 23:00,055.632.8397
254,273,울산굿모닝병원점,울산광역시 남구 달동 972번지 외(굿모닝병원 1층),"평일, 토요일 08:00~21:00 / 일요일 09:00~17:00",052.268.8492
255,272,강서NC백화점,서울특별시 강서구 강서로 56길 17 NC백화점 강서점 8층,10:30~21:00,02.2667.9922
256,271,대구금호점,대구 북구 금호동 806번지,08:00~24:00,053.311.8497
257,270,용산아이파크몰점,"서울특별시 용산구 한강대로 23길 55, 5층 5-2호",10:00~23:00,02.2012.0500
258,269,안산선부역점,"경기도 안산시 단원구 선부광장로 27 115,116호","평일 8:00~25:00 , 금/토 8:00~26:00",031.405.0407
259,268,안양명학역점,경기도 안양시 만안구 덕천로 54  에버앤비스퀘어 1층,"평일 07:30 ~ 23:00 / 주말, 공휴일 10:00 ~ 22:00",031.464.8497
260,267,평택 안중점,"경기도 평택시 안중읍 안현로 338, 1층","09:00~22:00(평일,주말 동일)",031.684.0133
261,266,청주사천점,"충청북도 청주시 청원구 사뜸로 95, 1층",09:00 ~ 23:00,043.215.8497
262,265,안성휴게소하행점,경기도 안성시 원곡면 반제리 642-6 안성휴게소하행,"24시간 영업 (평일, 주말 동일)",031.655.0531
263,264,수원망포점,"경기도 수원시 영통구 영통로 174번길 5, 1층 101호",08:00 ~ 23:00,031.204.8497
264,263,목동 하이페리온 2점,"서울특별시 양천구 오목로 300, 하이페리온 2차 205동 106호",09:00 ~ 23:00,02.2640.1666
265,262,광주화정역점,광주광역시 서구 상무대로 1048,08:00 ~ 23:00,062.384.8497
266,261,춘천메가박스점,강원도 춘천시 온의동 587-8,8:00 ~ 23:00,033.253.8497
267,260,몰오브광양점,전라남도 광양시 금호동 624-24 몰오브광양 104호,"8시~23시 (평일,주말,공휴일 동일)",070.8848.8497
268,259,강릉올림픽파크점,강원도 강릉시 포남동 296,09:00~23:00,033.653.9696
269,258,울산매곡점,울산광역시 북구 괴정1길 122(매곡동 616-8),09:00~23:00,052.285.2013
270,257,대구 성서이곡점,대구광역시 달서구 달구벌대로 251길 25,"일~목 10:00~02:00, 금~토 10:00~03:00",053.583.8497
271,256,대구 만촌점,대구시 수성구 화랑로 114(1329-32),평일:08:00~24:00 주말09:00~24:00,053.745.8497
272,255,군산 나운점,전라북도 군산시 공단대로 117 (나운2동 338),"평일,공휴일 09:00~23:00",063.442.2000
273,254,경기 광주역점,경기 광주시 장지동 42-4 대광프라자1층,"평일 07:00~23:00 / 주말, 공휴일 08:00~23:00",031.763.8497
274,253,대구서재점,"대구광역시 달성군 다사읍 서재로7길 8 1,2층","평일, 주말, 공휴일 동일 09:00~24:00",053.582.8792
275,252,파주지혜의숲점,경기도 파주시 회동길 145,08:00~22:00,031.955.0099
276,251,순천 조례점,"전라남도 순천시 태봉길 41 드림프라자 (101,201호)",09:00~23:00,061.724.8497
277,250,창동점,서울특별시 도봉구 창5동 715-14 2층,,02.461.1942
278,249,삼척해변점,강원도 삼척시 갈천동 14번지 테마타운 제4동 102호,"평일,주말 동일 08:00~23:00",033.575.2746
279,248,여수역점,전라남도 여수시 망양로2 여수엑스포역사,"평일 08:00~19:30 / 주말, 공휴일 08:00~21:00",061.666.8497
280,247,제주 탑동점,제주특별자치도 제주시 일도 1동 1276-7,"평일, 토요일, 주말, 공휴일 동일 09:00~23:00",064.724.8497
281,246,제주 유수암점,"대한민국 제주특별자치도 제주시 애월읍 유수암리 1014, 102호","평일, 토요일, 주말, 공휴일 동일 08:00~21:00",064.799.8496
282,245,거제장평점,경상남도 거제시 장평동 141-1  1층,,055.635.8497
283,244,경산중앙병원점,경상북도 경산시 백천동 4-2 경산중앙병원 1층,,053.811.8490
284,243,대구 영남대점,경상북도 경산시 조영동 247-5,,053.813.8497
285,242,김포구래점,경기도 김포시 김포한강9로 80 다온프라자 110호,"평일, 주말, 공휴일 동일 08:00~01:00",031.986.8497
286,241,인천서창점,"인천시 남동구 서창동 708-3 비젼프라자 109, 110호","평일, 토요일 07:00~02:00 / 주말, 공휴일 07:00~24:00",032.467.8497
287,240,남경주IC점,경상북도 경주시 외동읍 산업로 2747,"평일, 주말, 공휴일 동일 08:00~22:00 (둘째주, 넷째주 화요일 휴무)",0507.1316.6767
288,239,아산 테크노밸리점,"충청남도 아산시 둔포면 아산밸리중앙로 85, 1동 105호","평일, 주말, 공휴일 동일 08:00~23:00",041.532.6112
289,238,온양점,"충청남도 아산시 온천대로 1462, 온양제일오텔 1층","평일,주말 동일 : 10:00 ~ 21:30",041.423.2122
290,237,당진시청점,"충남 당진시 시청2로 20, GJ빌딩 101호","평일: 07:00~22:00 / 주말, 공휴일: 09:00~22:00",041.354.9117
291,236,안동성소병원점,경상북도 안동시 서동문로 99,"평일, 주말: 08:00~20:00",054.854.2466
292,235,연세우리라운지점,서울특별시 서대문구 연세로 50-1,월-금 07:00~19:00 / 토 08:00~15:00 / 일요일 휴점,02.363.6663
293,234,부산남천점,부산광역시 수영구 황령대로 487,"월~목 08:00-23:00 / 금,토 08:00-24:00 / 일 08:00-23:00",051.611.8497
294,233,대전우송대점,대전광역시 동구 백룡로 6,"월-목, 공휴일 09:00~01:00 / 금, 주말 09:00~02:00",042.626.8497
295,232,원주상지대점,강원도 원주시 우산로 37,"평일,주말,공휴일 동일8:30~11:30(매월첫째주월요일휴무)",033.746.8497
296,231,목포신항만점,전라남도 목포시 신항로 264,"평일, 주말, 공휴일 동일 07:00~22:00",061.463.8497
297,230,구미 상모점,경상북도 구미시 박정희로 101,"평일, 주말, 공휴일 동일 08:00~24:00",054.463.8497
298,229,부산대정문점,부산광역시 금정구 장전동 400-31번지,"평일, 주말, 공휴일 동일 09:00~22:00",051.583.8497
299,228,부천현대중동점,경기도 부천시 원미구 석천로177번길 38,08:00~24:00(평일/주말 동일),032.322.8497
300,227,포항송도비치점,포항시 남구 희망대로 1245,"평일, 주말, 공휴일 동일 09:00-01:00",054.251.7800
301,226,세종퍼스트점,"세종특별자치시 나리로 38, 108,109호 (한솔동, 상가동)","평일 09:00~23:00 / 주말, 공휴일 09:00~22:30",044.865.8497
302,225,대천해수욕장점,충남 보령시 해수욕장4길 18,"평일,주말,공휴일 동일 09:00 ~ 24:00",041.931.9319
303,224,울산 명촌점,울산광역시 북구 진장동 757-10 2층,"평일, 주말, 공휴일 동일 10:00~01:00",052.289.8497
304,223,대구 현풍테크노점,대구광역시 달성군 테크노대로 24,"평일,주말,공휴일 동일 08:00 ~ 23:00",053.611.8497
305,222,청담사거리점,서울특별시 강남구 도산대로 509 (미래메디컬허브빌딩 1층),월~토요일 08:00~22:00 / 일요일 11:00~21:00,02.517.2723
306,221,울산신정점,울산광역시 남구 동산로29번길 4,"(평일, 휴일) 08:30 ~ 22:30",052.256.8479
307,220,시화 이마트점,경기도 시흥시 정왕대로 210,"평일, 주말, 공휴일 동일 10:00~23:00 (매월 2,4주 일요일 이마트 휴무)",031.431.8497
308,219,청주 서원대점,충청북도 청주시 서원구 서원남로 24,"평일,주말, 공휴일  : 08:00~23:00",043.285.8497
309,218,부산대병원점,부산광역시 서구 까치고개로197번길 3,"평일, 주말, 공휴일 동일 08:00~23:00",051.248.8497
310,217,포항효자강변점,경상북도 포항시 남구 효자동 590-3,"평일, 주말, 공휴일 동일 10:00~23:00",054.283.8497
311,216,안산상록수점,경기도 안산시 상록구 용신로 383,"평일, 주말, 공휴일 동일 24시간",031.408.8497
312,215,삼성DSR점,경기도 화성시 삼성1로5길 6,"(평일) 08:00~23:00 / (주말,공휴일) 11:30~19:00",031.613.9377
313,214,거제수월점,경상남도 거제시 해명로 24,"평일, 주말, 공휴일 동일 09:00~23:00",055.637.1213
314,213,대구수성점,대구광역시 수성구 명덕로 373,"월,화,목 09:00~01:00 / 수 10:00~01:00 / 금,토 09:00~02:00 / 일 09:00~01:00",053.745.5566
315,212,구미신평대로점,경상북도 구미시 신평동 326-2번지 외 2필지,"평일,주말,공휴일 동일 08:00~24:00",054.461.8998
316,211,충장행복,광주광역시 동구 중앙로 160번길 3,"월-목,일 09:00~01:00  / 금-토 09:00~02:00",062.233.5666
317,210,천안 성정점,충남 천안시 서북구 성정동 1321 프라지움 5차 118-121호,"일~수 08:00~02:00, 목~토 24시간",041.556.8497
318,209,부산 구포점,부산 북구 구포동 산 46-1,"평일, 주말, 공휴일 동일 09:00~24:00",051.338.1300
319,208,대구 신암,대구 동구 신암동 216-16번지,"평일, 주말 24시간 운영",053.958.3738
320,207,성주성밖숲점,경북 성주군 성주읍 경산리 370-1,"평일,주말,공휴일 동일  09:00~23:00",054.931.0005
321,206,대구황금점,대구 수성구 청수로 130,24시간,053.766.8497
322,205,인천공항점,인천 중구 운서동 인천국제공항여객터미널 [에어사이드 FB-P5-34],"평일, 주말, 공휴일 동일 06:00~22:00",032.743.7510
323,204,부산미남역점,부산 동래구 온천동 1422-1,"평일,주말,공휴일 동일 08:00~23:00",051.505.8497
324,203,목포 용해점,전남 목포시 용해동 980-2,"평일, 주말 동일 09:00~24:00",061.279.4112
325,202,영천시청점,경북 영천시 문외동 253-5,"평일,주말,공휴일 동일 09:00~24:00",054.331.3864
326,201,전주서신여울점,전북 전주시 완산구 서신동 932-8,월~토 09:00 - 01:00 / 일 09:00 - 12:00,063.252.1642
327,200,인천시청점,인천광역시 남동구 구월남로 150 (나이스뷰 1층),"평일,주말,공휴일 동일 08:00~23:00",032.432.8497
328,199,부산태종대점,부산광역시 영도구 태종로 794,"평일, 주말, 공휴일 동일 10:00~22:00",051.403.1447
329,198,나주빛가람점,전라남도 나주시 빛가람동 692-2,"평일, 주말, 공휴일 동일 10:00~10:00",061.332.4220
330,197,울산학성공원점,울산 중구 반구동 582-7,"평일,주말,공휴일 동일 10:00~23:00",052.295.8497
331,196,대구시지점,대구 수성구 신매동 567-58,"월~목 09:00~01:00, 금~일 09:00~02:00",053.794.8497
332,195,충북혁신도시점,"충북 음성군 맹동면 두성리 충북혁신도시 CC2블럭 1-1 롯트 파스텔시티107,108,204호","평일 8:00~22:00 / 주말, 공휴일 10:00~22:00",043.883.8497
333,194,김포사우점,"경기 김포시 사우동 924 제우스 프라자 109호, 110호 일부","평일,주말,공휴일 동일  08:00 ~ 23:00",031.985.8497
334,193,서울숲점,서울 성동구 성수동1가 14-18,평일 07:00~23:00 / 주말 09:00~23:00,02.2117.0900
335,192,제주종합청사점,제주 제주시 도남동 694-3,"평일 07:30~23:00 / 주말,공휴일 8:00~23:00",064.702.8497
336,191,대구봉무공원점,대구 동구 봉무동 531-2번지,"평일,주말,공휴일 동일 09:00~24:00",053.984.8497
337,190,광주시청로점,광주 서구 치평동 1231-3,일~목 08:00~23:00 / 금~토 08:00~24:00,062.381.9805
338,189,오산시청,경기도 오산시 원동 811-6 103호,"평일,주말 08:00~24:00",031.374.8497
339,188,선릉이노센스점,서울특별시 강남구 테헤란로63길 11 (이노센스빌딩 1층),평일 07:00~23:00 / 토요일 10:00~22:00 / 일요일 휴무,02.555.8497
340,187,울산혁신도시점,울산 중구 우정동 상2-7-1(3)BL,"평일,주말,공휴일 동일 8:00-22:00",052.245.8417
341,186,제주 제원점,제주 제주시 연동 273-4,"평일, 주말, 공휴일 동일 09:00~03:00",064.745.8497
342,185,분당 양지점,경기 성남시 분당구 수내동 58-1,"평일 08:00 ~ 23:00 / 주말, 공휴일 09:00 ~ 23:00",031.713.8570
343,184,부산종합터미널점,부산 금정구 중앙대로 2238,"평일,주말,공휴일 동일 10:00~19:00",051.581.8497
344,183,구미오태점,경상북도 칠곡군 북삼읍 금오대로2길 48 2층,"주중, 주말 동일 09:00- 24:00",054.975.8497
345,182,세종라온점,"충남 연기군 조치원읍(세종시 도담동) 1-4생활권 라온프라이빗 시티1, 113호",평일 07:00~23:00 / 주말 10:00~23:00,044.868.8496
346,181,경북 상주점,경북 상주시 냉림동 363번지 외 2칠지,월~토 09:00-23:00 / 일요일 09:00-22:30,054.534.0800
347,180,광주 효천점,광주광역시 남구 효우2로 26,"평일, 주말, 공휴일 동일 09:00~24:00",062.674.8497
348,179,소래포구점,인천 남동구 소래역로 46번길 20 (남동구 논현동 676-1),"평일,주말,공휴일 동일 10:00~22:00",032.442.8497
349,178,진주모다점,경남 진주시 정촌면 예하리,"평일, 주말,공휴일 동일 11시 ~ 21시",055.923.1040
350,177,대구 앞산정은점,대구 남구 대명동 506-3번지,"평일, 주말, 공휴일 동일 10:00~01:00",053.657.6007
351,176,대구 두류점,대구 달서구 달구벌대로 1796,"평일, 주말, 공휴일 동일 08:00~03:00",053.656.8655
352,175,김해 인제대,경남 김해시 삼방동  172-3 (김해시 활천로 255번길 4),"평일,주말,공휴일 동일 09:00~23:00",055.339.8497
353,174,제주 노형로타리점,제주 제주시 다랑곶길 4번지,9:00~01:00,064.748.8497
354,173,대구신서혁신도시점,대구 동구 각산동 1080-2 (각산로 1080-2),"평일,주말,공휴일 동일 09:00~24:00",053.965.8497
355,172,제주일도점,제주 제주시 일도2동 360-11,"평일,주말,공휴일 08:00~23:00",064.755.8497
356,171,오창2산단점,충청북도 청주시 청원구 오창읍 2산단로 114 1층,"평일,주말,공휴일 동일 08:00~23:00",043.217.8497
357,170,대전한남대점,"대전 대덕구 오정동 172-20, 21, 226-36","평일, 주말, 공휴일 동일 08:00~02:00",042.223.8497
358,169,당진 CGV점,충남 당진시 읍내동 1532번지 외 3필지 당진CGV 1층,"평일,주말, 공휴일 동일 08:00~23:00",041.352.7730
359,168,전남대점,광주 북구 호동로 15 (용봉동 161-17),"평일, 주말, 공휴일 동일 10:00~04:00",062.251.9655
360,167,수완로점,광주광역시  광산구 수완로 73번길 3 (광주 광산구 수완동1128),"월,목 09:00~24:00 / 금 09:00~01:00 / 토 10:00~01:00 / 일 10:00~23:00",062.954.3624
361,166,목포석현점,전남 목포시 석현동 1168-25 (옥암로 173),"평일, 주말, 공휴일 동일 07:00~24:00",061.287.8497
362,165,거제고현점,경남 거제시 고현동 33-12번지,"월~목 09:00~24:00 / 금,토 09:00~25:00 / 일,공휴일 09:00~24:00",055.637.8497
363,164,대왕암공원점,울산 동구 일산동 903-5 대왕암상가 5동 2호,"평일,주말,공휴일 동일 09:00~23:00",052.234.8497
364,163,서면솔라리아니스테츠호텔점,부산광역시 부산진구 서면로 22,월~토 08:00~01:00 / 일 08:00~24:00,051.801.9971
365,162,청주 수암골점,충북 청주시 상당구 수동 91-2외 2필지,"평일, 주말, 공휴일 동일 10:00~24:00",043.222.8497
366,161,언양점,울산광역시 울주군 언양읍 동부8길 14,"평일, 주말, 공휴일 동일 09:00 ~ 22:00",052.264.8497
367,160,선정릉역점,서울특별시 강남구 선릉로121길 6 (1층),"평일 07:00~22:30 / 주말,공휴일 08:00~21:30",02.518.8497
368,159,수서점,서울 강남구 수서동 461-26 (강남구 광평로 236),"평일,주말,공휴일 동일 10:00~22:30",02.445.2106
369,158,동강병원점,울산광역시 중구 태화로 239,"평일,주말,공휴일 동일 07:30~21:30",052.244.8497
370,157,분당KT계원점,경기 성남시 분당구 정자동 139-7,"평일 08:00~22:30 / 토,일 10:00~22:00",031.711.8397
371,156,광주유스퀘어점,광주 서구 광천동 유스퀘어 광천터미널,"평일,주말,공휴일 동일 07:00~23:00",062.364.0015
372,155,신제주점,제주시 오라2동 3100-3,"평일, 주말, 공휴일 동일 08:00~23:00",064.747.8297
373,154,전주 중화산점,전북 전주시 완산구 중화산동 2가 770-1,월-토 09:00~06:00 / 일 09:00~02:00,063.225.8497
374,153,구미봉곡점,경상북도 구미시 봉곡동 297-7,"평일,주말,공휴일 동일 08:00 ~ 01:00",054.458.8497
375,152,울산장생포점,울산광역시 남구 장생포고래로 257-1(매암동)  카페 파스쿠찌,"(월) 08:00~15:00 / (화~금) 08:00~19:00 / (주말,공휴일) 10:00~19:00",052.260.8497
376,151,충북증평점,충청북도 증평군 증평읍 중동리 58  1층,"평일,주말,공휴일 8시~23시",043.836.8497
377,150,중구 무궁화점,울산 중구 반구동 22-4번지,"(평일, 주말) 08:00~01:00",052.297.8497
378,149,연세세브란스2호점,서울시 서대문구 연세로 50-1 신촌세브란스 암병원 지상5층,월-금 07:00~19:00 / 토 08:00~15:00 / 일요일 휴점,02.2227.8273
379,148,연세세브란스1호점,"서울특별시 서대문구 연세로 50-1, 연세암센터 B1 파스쿠찌","평일 07:00~23:00 / 주말, 공휴일 07:00~22:00",02.2227.8276
380,147,부산남산점,부산 금정구 구서동 1032-9,"평일, 주말, 공휴일 동일 09:00~22:00",051.516.8497
381,146,수지구청점,경기 용인시 수지구 풍덕천동 1195,09:00~23:00,031.897.8497
382,145,포항 지곡점,경북 포항시 남구 이동 53번지,"평일,주말,공휴일 09:00~02:00",054.282.8497
383,144,부산해운대점,부산 해운대구 우동 618-18번지,"평일,주말,공휴일 동일 24시간",051.744.8498
384,143,제주 이도점,제주특별치도 제주시 이도이동1986-20,"평일,주말,공휴일 동일 08:00~23:00",064.724.4715
385,142,교대메가스터디점,서울 서초구 서초동 1671-2번지,"평일 07:00~23:00 / 주말, 공휴일 08:00 ~ 23:00",02.3486.8497
386,141,서산 호수공원점,충남 서산시 읍내동 50-3 1층,"평일 09:00~24:00 / 주말,공휴일 09:30~24:00",041.665.8497
387,140,제주 용담해안도로점,제주 제주시 용담3동 2319-1,"평일, 주말, 공휴일 동일 09:00~23:00",064.711.3001
388,139,분당서울대병원점,경기도 성남시 분당구 구미로 173번길 82 분당서울대병원 본관 1층 일부,"평일, 주말, 공휴일 동일 07:00~21:00",031.718.8497
389,138,광주황금점,광주 동구 황금동 19-1,"월-목,일 10:00~01:00 / 금-토 10:00~02:00",062.225.8497
390,137,부평시장역점,인천광역시 부평구 부평대로 75 (한화생명사옥 1층),(평일) 08:00~23:00 / (주말) 09:00~23:00,032.529.1966
391,136,청주터미널점,충북 청주시 흥덕구 가경동 1449 청주시외버스터미널 2층,"평일,주말,공휴일 동일 05:30~23:00",043.232.8350
392,135,구월로데오점,인천광역시 남동구 인하로489번길 28 (로데오프라자 201호),"평일,주말,공휴일 동일 24시간",032.421.8497
393,134,전북도청점,전북 전주시 완산구 효자동 2가 1234-2,"평일, 주말, 공휴일 동일 08:00~23:00",063.223.8497
394,133,울산 성남점,울산광역시 중구 성남동 191-27 2F,,052.246.8497
395,132,삼천포점,경상남도 사천시 주공로 23,"평일, 주말, 공휴일 동일 09:00~24:00",055.835.0497
396,131,울산번영점,울산 남구 달동 1356-12,"평일,주말,공휴일  am8시~pm12시",052.227.8497
397,130,상무 DY점,광주 서구 마륵동 162-7,"평일, 주말, 공휴일 동일 08:00~23:00",062.374.8497
398,129,춘천 거두점,강원도 춘천시 동내면 춘천순환로 128 1층,"평일,주말, 공휴일 08:00  ~  23:00",033.262.8497
399,128,평택역점,"경기도 평택시 평택시 평택2로 19-2, 1층(평택동)","평일, 주말, 공휴일 동일 08:00~23:00",031.656.8497
400,127,탄현제니스스퀘어점,경기도 고양시 일산서구 탄현동 297번지 169호,일~목 07:00~23:00 / 금~토 07:00~24:00,031.916.3123
401,126,대전 탄방역점,대전 서구 탄방동 645,"평일, 주말, 공휴일 동일 09:00~22:00",042.382.8497
402,125,안양예술공원점,안양시 만안구 석수동 825,"평일,공휴일 7시~23시 /토,일 24시",031.473.8297
403,124,의정부역점,경기도 의정부시 의정부동 493-3 웨딩팰리스 1층,08:00~23:00,031.876.8497
404,123,뱅뱅사거리점,서울시 서초구 서초동 1340-11번지 1층,"월~금 : 07:00~22:00, 토요일/공휴일 : 09:00~22:00 일요일 : 휴점",02.587.8497
405,122,원주봉화산점,"강원도 원주시 봉화로35-1(단계동,2층)","월-토 08:00~01:00 / 주말, 공휴일 09:00~01:00",033.747.8497
406,121,퀸벨호텔점,대구시 동구 동촌로 200 퀸벨호텔 1층,"주중, 주말 동일 09:00~22:00",053.261.8497
407,120,익산 모현점,전북 익산시 모현동 1가 836,"월-토,공휴일 09:00~01:00 / 일요일 09:00~24:00",063.856.8497
408,119,여수 여서점,전남 여수시 여서동 220-5 향군회관 1층,"평일, 주말, 공휴일 동일 09:00~24:00",061.921.3332
409,118,거제장승포점,경남 거제시 장승포동 701-6번지,"평일, 주말, 공휴일 동일 09:00~23:00",055.681.3955
410,117,대구동성로광장점,"대구광역시 중구 동성로3가 67-1 1,2층","평일,주말 동일  08:00~02:00",053.255.8497
411,116,전남대병원점,광주광역시 동구 학동 67,"평일,주말, 공휴일 07:00  ~  23:00",062.223.8497
412,115,신촌연세대점,서울시 서대문구 창천동 9-20,"월~목,일 11:00~24:00  금~토 11:00~02:00",02.393.8004
413,114,울산 구영점,울산광역시 울주군 범서읍 구영리 395-5번지,"주말, 공휴일 동일 08:00~24:00",052.243.8497
414,113,삼산 무궁화점,울산광역시 남구 삼산동 188-1번지,"주중, 주말 동일 08:00~24:00",052.256.8497
415,112,제주노형점,제주특별자치도 제주시 노형동 710-3 추산엘리시아빌딩 2층 B1호,"월-금 7:00~24:00 / 토,일,공휴일 8:00~24:00",064.747.8497
416,111,구미금오산점,경상북도 구미시 금오산로 219,"주중, 주말 동일 00:00~24:00",054.456.3366
417,110,광주 신창점,광주광역시 광산구 신창동 1224-1,"평일, 토 08:00~01:00, 일 09:00~24:00",062.959.8497
418,109,대덕 벨리점,대전광역시 유성구 용산동 576번지 (테크노중앙로 153번지),평일 07:30~23:00 / 주말 09:00~23:00,042.936.8497
419,108,청주 봉명점,충청북도 청주시 흥덕구 봉명동 2861번지 1층,"일-수요일, 공휴일 10:00~01:00 / 목-토요일 10:00~02:00",043.267.8497
420,107,문정법조단지,서울시 송파구 문정동 400-7,,02.408.8497
421,106,목포북항점,"전남 목포시 고하대로 730, 1층",(월~금) 07~24시 / (주말) 08시~24시,061.277.8497
422,105,달동목화점,울산광역시 남구 달동 1278-1번지,"(주중, 토요일)10:00-24:00 / (일요일) 09:00-00:00",052.2678.497
423,104,익산 영등점,전북 익산시 영등동 747-7,월-토 08:00-05:00 / 일 08:00~24:00,063.836.8497
424,103,울산시청점,울산광역시 남구 신정동 186-11번지,평일 08:00~22:00 / 주말 11:00~18:00,052.257.3237
425,102,대전청사점,대전시 서구 월평동 236번지,평일(월-토) 08:00~24:00 / 일요일 08:00~23:00,042.487.8497
426,101,광교도청역점,"경기도 수원시 영통구 이의동 1351-1 태영데시앙 104,105호","평일,주말(공휴일포함) 08:00-22:00",031.214.8497
427,100,충주연수점,충북 충주시 연수동 1475,"평일(월-금) 09:00-24:30 ,주말(공휴일) 09:00-24:30",043.843.8497
428,99,충남 홍성점,충남 홍성군 홍성읍 대교리 392-1,"평일, 주말, 공휴일 동일 09:00~23:00",041.633.8497
429,98,평화광장점,전라남도 목포시 상동 1137,(일-목) 08:00~24:00 / (금-토) 08:00~01:00,061.287.3622
430,97,에스프레소바 양재,서울시 서초구 남부순환로 2620 1층,"평일 07:00~23:00 / 주말,공휴일 08:00~22:00",02.3462.8497
431,96,광주 충장점,광주광역시 동구 광산동 79-6,(일-목) 10:00~02:00 / (금-토) 10:00~04:00,062.222.8497
432,95,대구 칠곡3지구점,대구광역시 북구 동천동 904-1,"주중, 주말 동일 00:00 - 24:00",053.313.5757
433,94,여의도 KBS 본관점,서울시 영등포구 여의도동 17-10 교육시설공제회관 1층,평일 07:00- 23:00 주말(공휴일) 08:00-23:00,02.783.8497
434,93,종로2가점,서울시 종로구 관수동 3-1,"평일(월-목)07:00-23:00,주말(금~일) 07:00~02:00",02.2275.8497
435,92,삼성역점,서울시 강남구 삼성동 168-21 석광빌딩 1층,"평일 07:00~22:00, 주말+공휴일 09:00~22:00",02.564.7811
